,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,3.0,0,0.00022803200045018457,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,0
1,1,3.0,1,0.0027844030009873677,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,0
2,2,6.0,3,0.003919631002645474,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
3,4,6.0,5,0.004999279000912793,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
4,8,6.0,9,0.006142608999653021,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
5,16,6.0,17,0.007416033000481548,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
6,32,6.0,33,0.009371680000185734,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
7,64,6.0,65,0.011732375001884066,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
8,128,6.0,129,0.015935966002871282,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
9,256,6.0,257,0.025206649999745423,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
10,512,6.0,513,0.04964362200189498,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
11,1024,6.0,1025,0.12521710800137953,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,0
12,0,6.0,1025,0.12882381100280327,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
13,1,6.0,1026,0.13133883900081855,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
14,2,6.0,1027,0.13376582500131917,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
15,4,6.0,1029,0.13635435400283313,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
16,8,6.0,1033,0.1394735860012588,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
17,16,6.0,1041,0.1433119400026044,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
18,32,6.0,1057,0.14886231800119276,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
19,64,6.0,1089,0.15729760600152076,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
20,128,6.0,1153,0.1717222410006798,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
21,256,6.0,1281,0.19978571700266912,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
22,512,6.0,1537,0.26033664900023723,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
23,1024,6.0,2049,0.40632010199988144,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,1
24,0,3.0,2049,0.41129870200165897,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,2
25,1,3.0,2050,0.41535098800159176,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,2
26,2,4.0,2052,0.4193805550021352,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
27,4,4.0,2054,0.42366494300222257,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
28,8,4.0,2058,0.42859555700124474,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
29,16,4.0,2066,0.43478225199942244,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
30,32,4.0,2082,0.4434934790006082,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
31,64,4.0,2114,0.4573688150012458,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
32,128,4.0,2178,0.48257789100171067,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
33,256,4.0,2306,0.5302174050011672,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
34,512,4.0,2562,0.6283303410018561,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
35,1024,4.0,3074,0.8435589630025788,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,2
36,0,6.0,3074,0.8496963659999892,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
37,1,6.0,3075,0.8548326330019336,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
38,2,6.0,3076,0.8599382320026052,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
39,4,6.0,3078,0.8656178240016743,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
40,8,6.0,3082,0.8722318990003259,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
41,16,6.0,3090,0.8805301880020124,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
42,32,6.0,3106,0.8925797660012904,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
43,64,6.0,3138,0.9118922540001222,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
44,128,6.0,3202,0.9462576990008529,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
45,256,6.0,3330,1.0114837740002258,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
46,512,6.0,3586,1.143022316002316,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
47,1024,6.0,4098,1.4243702810017567,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,3
48,0,1.0,4098,1.4317002500029048,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,4
49,1,1.0,4099,1.4382937810005387,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,4
50,2,1.0,4100,1.4448351160026505,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,4
51,4,4.0,4103,1.45224983099979,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
52,8,4.0,4107,1.4607486050008447,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
53,16,4.0,4115,1.4716123470025195,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
54,32,4.0,4131,1.4875944250015891,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
55,64,4.0,4163,1.5126866790014901,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
56,128,4.0,4227,1.5568486690026475,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
57,256,4.0,4355,1.6415980780002428,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
58,512,4.0,4611,1.8094383589996141,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
59,1024,4.0,5123,2.1627045320019533,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,4
60,0,2.0,5123,2.1711980020008923,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
61,1,6.0,5125,2.1791530629998306,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
62,2,6.0,5126,2.187187065999751,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
63,4,6.0,5128,2.1957912880025106,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
64,8,6.0,5132,2.2056430360025843,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
65,16,6.0,5140,2.218402516002243,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
66,32,6.0,5156,2.237560041001416,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
67,64,6.0,5188,2.2678818040003534,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
68,128,6.0,5252,2.321267598999839,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
69,256,6.0,5380,2.4223480110013043,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
70,512,6.0,5636,2.625544031001482,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
71,1024,6.0,6148,3.0498933890012268,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,5
72,0,0.0,6148,3.059927611000603,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
73,1,0.0,6149,3.069634221999877,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
74,2,4.0,6151,3.0791373100000783,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
75,4,4.0,6153,3.090587205002521,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
76,8,4.0,6157,3.102399065002828,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
77,16,4.0,6165,3.117492711000523,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
78,32,4.0,6181,3.1390999110008124,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
79,64,4.0,6213,3.174893647999852,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
80,128,4.0,6277,3.2378928889993404,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
81,256,4.0,6405,3.3575715879997006,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
82,512,4.0,6661,3.595600517001003,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
83,1024,4.0,7173,4.087796284002252,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,6
84,0,2.0,7173,4.099043328002153,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",25,1024,7
85,1,4.0,7175,4.109719091000443,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
86,2,4.0,7176,4.120283655000094,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
87,4,4.0,7178,4.1317846790007025,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
88,8,4.0,7182,4.145486847002758,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
89,16,4.0,7190,4.163056469002186,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
90,32,4.0,7206,4.188422699000512,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
91,64,4.0,7238,4.229623210001591,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
92,128,4.0,7302,4.302909534002538,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
93,256,4.0,7430,4.440482346002682,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
94,512,4.0,7686,4.714876186000765,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
95,1024,4.0,8198,5.274305225000717,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,7
96,0,0.0,8198,5.287066550001327,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",25,1024,8
97,1,0.0,8199,5.2993760900026246,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",25,1024,8
98,2,0.0,8200,5.311507391001214,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",25,1024,8
99,4,0.0,8202,5.324262207999709,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",25,1024,8
100,8,1.0,8207,5.33967990200108,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",25,1024,8
101,16,4.0,8216,5.359448925002653,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
102,32,4.0,8232,5.388084390000586,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
103,64,4.0,8264,5.434497149002709,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
104,128,4.0,8328,5.517331793002086,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
105,256,4.0,8456,5.676307237001311,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
106,512,4.0,8712,5.983753460001026,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
107,1024,4.0,9224,6.610182371001429,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,8
108,0,1.0,9224,6.624103449001268,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",25,1024,9
109,1,1.0,9225,6.638115912999638,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",25,1024,9
110,2,1.0,9226,6.652243890002865,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",25,1024,9
111,4,4.0,9229,6.667565196999931,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
112,8,4.0,9233,6.6853274810018775,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
113,16,4.0,9241,6.707671037002001,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
114,32,4.0,9257,6.739890677999938,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
115,64,4.0,9289,6.792276879001292,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
116,128,4.0,9353,6.883115968001221,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
117,256,4.0,9481,7.056553033002274,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
118,512,4.0,9737,7.396381614002166,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
119,1024,4.0,10249,8.093988586002524,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,9
120,0,1.0,10249,8.108431947002828,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",25,1024,10
121,1,1.0,10250,8.123296764002589,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",25,1024,10
122,2,1.0,10251,8.138118097002007,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",25,1024,10
123,4,3.0,10254,8.154309012999875,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,10
124,8,6.0,10259,8.173284202002833,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
125,16,6.0,10267,8.197658843000681,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
126,32,6.0,10283,8.233691282002837,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
127,64,6.0,10315,8.291061956002522,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
128,128,6.0,10379,8.392721722000715,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
129,256,6.0,10507,8.586175799002376,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
130,512,6.0,10763,8.96301373100141,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
131,1024,6.0,11275,9.725854631000402,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,10
132,0,1.0,11275,9.741922970002634,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",25,1024,11
133,1,2.0,11277,9.758036864001042,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",25,1024,11
134,2,2.0,11278,9.774464121001074,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",25,1024,11
135,4,4.0,11281,9.792613446999894,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
136,8,4.0,11285,9.813734583000041,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
137,16,4.0,11293,9.839840478001861,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
138,32,4.0,11309,9.878415877999942,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
139,64,4.0,11341,9.94037825200212,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
140,128,4.0,11405,10.04982052700143,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
141,256,4.0,11533,10.258035773000302,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
142,512,4.0,11789,10.667532417002803,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
143,1024,4.0,12301,11.48899707199962,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",25,1024,11
144,0,3.0,12301,11.505669001002389,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,12
145,1,3.0,12302,11.523225069002365,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,12
146,2,4.0,12304,11.541139110002405,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
147,4,4.0,12306,11.560778376002418,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
148,8,4.0,12310,11.584123934000672,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
149,16,4.0,12318,11.613799263999681,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
150,32,4.0,12334,11.656635436000215,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
151,64,4.0,12366,11.725771931000054,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
152,128,4.0,12430,11.848078937000537,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
153,256,4.0,12558,12.07371259300271,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
154,512,4.0,12814,12.513729690999753,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
155,1024,4.0,13326,13.414182974000141,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,12
156,0,1.0,13326,13.432190177001758,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,13
157,1,1.0,13327,13.450451738000993,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,13
158,2,2.0,13329,13.469162892000895,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",25,1024,13
159,4,2.0,13331,13.489219769002375,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",25,1024,13
160,8,6.0,13336,13.51285998000094,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
161,16,6.0,13344,13.544169549000799,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
162,32,6.0,13360,13.589897539000958,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
163,64,6.0,13392,13.665494482000213,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
164,128,6.0,13456,13.795827166999516,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
165,256,6.0,13584,14.038642891002382,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
166,512,6.0,13840,14.50844531900293,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
167,1024,6.0,14352,15.464041061000898,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,13
168,0,3.0,14352,15.483730202002334,"[np.int64(1), np.int64(0), np.int64(0), np.int64(0)]",25,1024,14
169,1,6.0,14354,15.503655267002614,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
170,2,6.0,14355,15.523313138000958,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
171,4,6.0,14357,15.544985010001255,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
172,8,6.0,14361,15.571356706001097,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
173,16,6.0,14369,15.606060604000959,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
174,32,6.0,14385,15.655139526999847,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
175,64,6.0,14417,15.734260167002503,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
176,128,6.0,14481,15.874095766001119,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
177,256,6.0,14609,16.131602254001336,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
178,512,6.0,14865,16.63146383899948,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
179,1024,6.0,15377,17.677730311999767,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,14
180,0,1.0,15377,17.700266323001415,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",25,1024,15
181,1,3.0,15379,17.723692318999383,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,15
182,2,3.0,15380,17.747346357002243,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",25,1024,15
183,4,4.0,15383,17.77211212000111,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
184,8,4.0,15387,17.801024759002757,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
185,16,4.0,15395,17.8371510950019,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
186,32,4.0,15411,17.88952036000046,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
187,64,4.0,15443,17.972176753002714,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
188,128,4.0,15507,18.119194090002566,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
189,256,4.0,15635,18.393509631001507,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
190,512,4.0,15891,18.939626364001015,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
191,1024,4.0,16403,20.038044275002903,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,15
192,0,1.0,16403,20.05980470600116,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,16
193,1,1.0,16404,20.082077442999434,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,16
194,2,1.0,16405,20.104818396001065,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,16
195,4,2.0,16408,20.129578051000863,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",25,1024,16
196,8,6.0,16413,20.15829648699946,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
197,16,6.0,16421,20.195809785000165,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
198,32,6.0,16437,20.250421324002673,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
199,64,6.0,16469,20.33860943500258,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
200,128,6.0,16533,20.496350077002717,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
201,256,6.0,16661,20.792398839999805,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
202,512,6.0,16917,21.365472019002482,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
203,1024,6.0,17429,22.533175861000927,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,16
204,0,1.0,17429,22.556202260002465,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",25,1024,17
205,1,2.0,17431,22.581141320002644,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",25,1024,17
206,2,6.0,17433,22.60605230500005,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
207,4,6.0,17435,22.63315681899985,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
208,8,6.0,17439,22.66509280000173,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
209,16,6.0,17447,22.70583727900157,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
210,32,6.0,17463,22.765197470002022,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
211,64,6.0,17495,22.86074084000211,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
212,128,6.0,17559,23.026996576001693,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
213,256,6.0,17687,23.334288029000163,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
214,512,6.0,17943,23.94321327199941,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
215,1024,6.0,18455,25.159849686002417,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,17
216,0,0.0,18455,25.184027245002653,"[np.int64(0), np.int64(1), np.int64(0), np.int64(1)]",25,1024,18
217,1,2.0,18457,25.20892789100253,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",25,1024,18
218,2,6.0,18459,25.234174676999828,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
219,4,6.0,18461,25.261501908000355,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
220,8,6.0,18465,25.29293096300171,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
221,16,6.0,18473,25.334537070000806,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
222,32,6.0,18489,25.396059638002043,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
223,64,6.0,18521,25.49550436299978,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
224,128,6.0,18585,25.67457772600028,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
225,256,6.0,18713,26.014146900000924,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
226,512,6.0,18969,26.65630078400136,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
227,1024,6.0,19481,27.93447753000146,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",25,1024,18
228,0,1.0,19481,27.959672668002895,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,19
229,1,1.0,19482,27.98639249400003,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,19
230,2,1.0,19483,28.013252909000585,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",25,1024,19
231,4,4.0,19486,28.042548150002403,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
232,8,4.0,19490,28.07739558799949,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
233,16,4.0,19498,28.121603822000907,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
234,32,4.0,19514,28.184997045002092,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
235,64,4.0,19546,28.289469073002692,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
236,128,4.0,19610,28.47359079400121,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
237,256,4.0,19738,28.818647530999442,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
238,512,4.0,19994,29.48693263700261,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",25,1024,19
