,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
1153,1,2.0,71774,376.1520472310003,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",75,1024,70
1154,2,2.0,71775,376.271905849997,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",75,1024,70
1155,4,4.0,71778,376.400216283997,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1156,8,4.0,71782,376.54711404299815,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1157,16,4.0,71790,376.72912146399904,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1158,32,4.0,71806,376.987192433,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1159,64,4.0,71838,377.3907438030001,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1160,128,4.0,71902,378.0851475709969,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1161,256,4.0,72030,379.35285796399694,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1162,512,4.0,72286,381.81426368199755,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1163,1024,4.0,72798,386.68821208499867,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,70
1164,0,0.0,72798,386.8018464380002,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",75,1024,71
1165,1,0.0,72799,386.9243792009984,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",75,1024,71
1166,2,0.0,72800,387.0498343420004,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",75,1024,71
1167,4,1.0,72803,387.18475003399726,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",75,1024,71
1168,8,4.0,72808,387.3335121489981,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1169,16,4.0,72816,387.5165352189979,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1170,32,4.0,72832,387.7694392839985,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1171,64,4.0,72864,388.1795958039984,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1172,128,4.0,72928,388.865336507999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1173,256,4.0,73056,390.15180051899733,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1174,512,4.0,73312,392.5905766459982,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1175,1024,4.0,73824,397.34273114799726,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,71
1176,0,1.0,73824,397.455067865998,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",75,1024,72
1177,1,1.0,73825,397.57718248699894,"[np.int64(1), np.int64(0), np.int64(1), np.int64(0)]",75,1024,72
1178,2,3.0,73827,397.6991119609993,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",75,1024,72
1179,4,6.0,73830,397.8302696309984,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1180,8,6.0,73834,397.98043378500006,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1181,16,6.0,73842,398.1804933719977,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1182,32,6.0,73858,398.45266091899975,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1183,64,6.0,73890,398.8532347069995,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1184,128,6.0,73954,399.5589624639979,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1185,256,6.0,74082,400.84532761899754,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1186,512,6.0,74338,403.3250554699989,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1187,1024,6.0,74850,408.1238030869972,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",75,1024,72
1188,0,4.0,74850,408.24389570399944,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1189,1,4.0,74851,408.3735634359982,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1190,2,4.0,74852,408.5020399589994,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1191,4,4.0,74854,408.63822202499796,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1192,8,4.0,74858,408.7975094479989,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1193,16,4.0,74866,408.9876549159999,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1194,32,4.0,74882,409.25553270599994,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1195,64,4.0,74914,409.6671159519974,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1196,128,4.0,74978,410.38098036599695,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1197,256,4.0,75106,411.66907579599865,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1198,512,4.0,75362,414.16132942699915,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1199,1024,4.0,75874,419.07402686099886,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,73
1200,0,0.0,75874,419.1924739499991,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",75,1024,74
1201,1,0.0,75875,419.32134767099706,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",75,1024,74
1202,2,0.0,75876,419.4542244490003,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",75,1024,74
1203,4,1.0,75879,419.59202409499994,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",75,1024,74
1204,8,4.0,75885,419.74654125699817,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1205,16,4.0,75893,419.9358242019989,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1206,32,4.0,75909,420.1992714179978,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1207,64,4.0,75941,420.626083723997,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1208,128,4.0,76005,421.3500753949993,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1209,256,4.0,76133,422.66803112699927,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1210,512,4.0,76389,425.1782979950003,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1211,1024,4.0,76901,430.1335095840004,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",75,1024,74
1212,0,1.0,76901,430.2520049599989,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",75,1024,75
1213,1,1.0,76902,430.3808008829983,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",75,1024,75
1214,2,4.0,76904,430.50841029599906,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1215,4,4.0,76906,430.64492947599865,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1216,8,4.0,76910,430.80039397200017,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1217,16,4.0,76918,430.9889607499972,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1218,32,4.0,76934,431.25394504299766,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1219,64,4.0,76966,431.6954991099992,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1220,128,4.0,77030,432.427266622999,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1221,256,4.0,77158,433.7604496469976,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1222,512,4.0,77414,436.3273814639979,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1223,1024,4.0,77926,441.4795102299977,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",75,1024,75
1224,0,3.0,0,0.00015035799879115075,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,0
1225,1,3.0,1,0.11797356600072817,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,0
1226,2,6.0,3,0.23467282300043735,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1227,4,6.0,5,0.3501672839993262,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1228,8,6.0,9,0.46540868599913665,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1229,16,6.0,17,0.5812706389988307,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1230,32,6.0,33,0.6979386109996994,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1231,64,6.0,65,0.8176144780009054,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1232,128,6.0,129,0.9376249429988093,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1233,256,6.0,257,1.0646068690002721,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1234,512,6.0,513,1.2031113160010136,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1235,1024,6.0,1025,1.3850480479995895,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,0
1236,0,6.0,1025,1.506017145999067,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1237,1,6.0,1026,1.6252879860003304,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1238,2,6.0,1027,1.7436583429989696,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1239,4,6.0,1029,1.8643112700010533,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1240,8,6.0,1033,1.9839818489999743,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1241,16,6.0,1041,2.1031497580006544,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1242,32,6.0,1057,2.2243433139992703,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1243,64,6.0,1089,2.3461298209986126,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1244,128,6.0,1153,2.4751440420004656,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1245,256,6.0,1281,2.616878649001592,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1246,512,6.0,1537,2.78877508900041,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1247,1024,6.0,2049,3.0401177929998084,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,1
1248,0,3.0,2049,3.1616958839986182,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,2
1249,1,3.0,2050,3.2801849040006346,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,2
1250,2,4.0,2052,3.399100736998662,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1251,4,4.0,2054,3.517954382001335,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1252,8,4.0,2058,3.6398028369985695,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1253,16,4.0,2066,3.7619313770010194,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1254,32,4.0,2082,3.88695969499895,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1255,64,4.0,2114,4.017566684000485,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1256,128,4.0,2178,4.15754767999897,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1257,256,4.0,2306,4.316063131998817,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1258,512,4.0,2562,4.5204224240005715,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1259,1024,4.0,3074,4.831326413001079,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,2
1260,0,6.0,3074,4.955709840000054,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1261,1,6.0,3075,5.078916151000158,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1262,2,6.0,3076,5.199772367999685,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1263,4,6.0,3078,5.323136674000125,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1264,8,6.0,3082,5.452179578998766,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1265,16,6.0,3090,5.580464941001992,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1266,32,6.0,3106,5.7101697489997605,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1267,64,6.0,3138,5.84516312499909,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1268,128,6.0,3202,5.994960661999357,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1269,256,6.0,3330,6.172011883001687,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1270,512,6.0,3586,6.407738564001193,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1271,1024,6.0,4098,6.781027462999191,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,3
1272,0,1.0,4098,6.9078764480000245,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",100,1024,4
1273,1,1.0,4099,7.039742136999848,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",100,1024,4
1274,2,1.0,4100,7.169104515000072,"[np.int64(1), np.int64(0), np.int64(1), np.int64(1)]",100,1024,4
1275,4,4.0,4103,7.293504877001396,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1276,8,4.0,4107,7.421207174000301,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1277,16,4.0,4115,7.551503552000213,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1278,32,4.0,4131,7.687842383998941,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1279,64,4.0,4163,7.829341664000822,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1280,128,4.0,4227,7.988787061000039,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1281,256,4.0,4355,8.183380738999404,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1282,512,4.0,4611,8.453264679999847,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1283,1024,4.0,5123,8.890499724999245,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,4
1284,0,2.0,5123,9.01408774200172,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1285,1,6.0,5125,9.139712505999341,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1286,2,6.0,5126,9.26384537299964,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1287,4,6.0,5128,9.387716962999548,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1288,8,6.0,5132,9.51272399699883,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1289,16,6.0,5140,9.64155443799973,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1290,32,6.0,5156,9.776071836000483,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1291,64,6.0,5188,9.922118857000896,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1292,128,6.0,5252,10.088528080999822,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1293,256,6.0,5380,10.296190747001674,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1294,512,6.0,5636,10.594508327001677,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1295,1024,6.0,6148,11.09898680400147,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,5
1296,0,0.0,6148,11.225909098000557,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1297,1,0.0,6149,11.352882315000898,"[np.int64(0), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1298,2,4.0,6151,11.478021686998545,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1299,4,4.0,6153,11.608095802999742,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1300,8,4.0,6157,11.738928016999125,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1301,16,4.0,6165,11.868625931001588,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1302,32,4.0,6181,12.008373270000448,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1303,64,4.0,6213,12.16221743999995,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1304,128,4.0,6277,12.33768289100044,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1305,256,4.0,6405,12.560902565001015,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1306,512,4.0,6661,12.89750844900118,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1307,1024,4.0,7173,13.464774552001472,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,6
1308,0,2.0,7173,13.591547927000647,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",100,1024,7
1309,1,4.0,7175,13.717702645000827,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1310,2,4.0,7176,13.843816896001954,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1311,4,4.0,7178,13.977214942999126,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1312,8,4.0,7182,14.109403475998988,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1313,16,4.0,7190,14.243074934001925,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1314,32,4.0,7206,14.382836054999643,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1315,64,4.0,7238,14.542439616001502,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1316,128,4.0,7302,14.728736936001951,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1317,256,4.0,7430,14.971617901999707,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1318,512,4.0,7686,15.334670411000843,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1319,1024,4.0,8198,15.958286946999579,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,7
1320,0,0.0,8198,16.08916214599958,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,8
1321,1,0.0,8199,16.218278352000198,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,8
1322,2,0.0,8200,16.349038907999784,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,8
1323,4,0.0,8202,16.477246297999955,"[np.int64(0), np.int64(0), np.int64(1), np.int64(1)]",100,1024,8
1324,8,1.0,8207,16.608051529001386,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,8
1325,16,4.0,8216,16.743472124999244,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1326,32,4.0,8232,16.88491106999936,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1327,64,4.0,8264,17.051667955001903,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1328,128,4.0,8328,17.247437688998616,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1329,256,4.0,8456,17.50599540500116,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1330,512,4.0,8712,17.89933674400163,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1331,1024,4.0,9224,18.595944517001044,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,8
1332,0,1.0,9224,18.728526240000065,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,9
1333,1,1.0,9225,18.85768024099889,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,9
1334,2,1.0,9226,18.990536329998577,"[np.int64(0), np.int64(0), np.int64(1), np.int64(0)]",100,1024,9
1335,4,4.0,9229,19.124537831001362,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1336,8,4.0,9233,19.257102521001798,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1337,16,4.0,9241,19.39823985000112,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1338,32,4.0,9257,19.544656901001872,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1339,64,4.0,9289,19.708447387998604,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1340,128,4.0,9353,19.911253471000236,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1341,256,4.0,9481,20.19020815499971,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1342,512,4.0,9737,20.61516849200052,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1343,1024,4.0,10249,21.370898229000886,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,9
1344,0,1.0,10249,21.50065148399881,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",100,1024,10
1345,1,1.0,10250,21.63265681499979,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",100,1024,10
1346,2,1.0,10251,21.764825286001724,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",100,1024,10
1347,4,3.0,10254,21.897597803999815,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,10
1348,8,6.0,10259,22.03398321500208,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1349,16,6.0,10267,22.178933508999762,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1350,32,6.0,10283,22.328781018000882,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1351,64,6.0,10315,22.49990082899967,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1352,128,6.0,10379,22.712294149001536,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1353,256,6.0,10507,23.007338158000493,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1354,512,6.0,10763,23.470984543000668,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1355,1024,6.0,11275,24.294504598001367,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,10
1356,0,1.0,11275,24.43009970500134,"[np.int64(0), np.int64(1), np.int64(1), np.int64(0)]",100,1024,11
1357,1,2.0,11277,24.563000114001625,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",100,1024,11
1358,2,2.0,11278,24.6970453440008,"[np.int64(0), np.int64(1), np.int64(0), np.int64(0)]",100,1024,11
1359,4,4.0,11281,24.831832232001034,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1360,8,4.0,11285,24.968809688001784,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1361,16,4.0,11293,25.113526598001044,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1362,32,4.0,11309,25.268593316999613,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1363,64,4.0,11341,25.445498633998795,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1364,128,4.0,11405,25.663714340000297,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1365,256,4.0,11533,25.977498766998906,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1366,512,4.0,11789,26.47411974699935,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1367,1024,4.0,12301,27.35000177099937,"[np.int64(0), np.int64(0), np.int64(0), np.int64(0)]",100,1024,11
1368,0,3.0,12301,27.482078410001122,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,12
1369,1,3.0,12302,27.617561318998924,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0)]",100,1024,12
1370,2,4.0,12304,27.75177973999962,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1371,4,4.0,12306,27.888244002999272,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1372,8,4.0,12310,28.028458279000915,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1373,16,4.0,12318,28.175167459001386,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1374,32,4.0,12334,28.332312282000203,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1375,64,4.0,12366,28.510426408000058,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1376,128,4.0,12430,28.742138949000946,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1377,256,4.0,12558,29.070919329999015,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1378,512,4.0,12814,29.598152259000926,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1379,1024,4.0,13326,30.554166140002053,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1)]",100,1024,12
1380,0,1.0,13326,30.690165898999112,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",100,1024,13
1381,1,1.0,13327,30.827048375998856,"[np.int64(1), np.int64(0), np.int64(0), np.int64(1)]",100,1024,13
1382,2,2.0,13329,30.961930320001557,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,13
1383,4,2.0,13331,31.100642010002048,"[np.int64(1), np.int64(1), np.int64(0), np.int64(1)]",100,1024,13
1384,8,6.0,13336,31.242740183999558,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,13
1385,16,6.0,13344,31.3908732710006,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,13
1386,32,6.0,13360,31.551206078001997,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,13
1387,64,6.0,13392,31.736130031000357,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,13
1388,128,6.0,13456,31.97468502799893,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0)]",100,1024,13
